"Last crawled date","Author User Id","GPT Id","GPT Category","GPT Url","GPT Name","GPT Conversations","GPT Avg Stars","GPT Total Reviews","GPT Total Stars","GPT Description","GPT Creation Date","GPT Creation Datetime","GPT Update Date","GPT Update Datetime","GPT Logo Image URL","GPT Sharing Method","GPT Prompt Starter 1","GPT Prompt Starter 2","GPT Prompt Starter 3","GPT Prompt Starter 4","GPT Tags","GPT Capabilities Types","GPT Capabilities Actions Domains"
"2024-03-19","user-UrfPjdsQCD008k16OuMEqLRM","g-XLibUCa3f","dalle","https://chat.openai.com/g/g-XLibUCa3f-ai-drawing-image-generator","AI Drawing Image Generator",5000,3.58,123,440,"AI Image Generator Free Online & Generate Detailed Images From Scribbled Drawings","2023-12-20","2023-12-20T13:56:05.153438+00:00","2024-03-18","2024-03-18T04:35:48.897553+00:00","https://files.oaiusercontent.com/file-60tqbiu0qMLWo0015BVxYGqI?se=2123-11-26T13%3A58%3A10Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D11b589bd-2dd1-4a38-8152-87e76e82743c.png&sig=8N9z/8/LkYQVtIb19qHa%2BjPWP0%2BclIXwdezsgMPmNew%3D","marketplace","Turn my sketch into a detailed image","Create an image from this description","Enhance my drawing with details","Generate a visual based on this concept","public,reportable","browser,dalle",""
"2024-03-19","user-0vH8vDvTMzsrgZGPRYAIodro","g-LppT0lwkB","writing","https://chat.openai.com/g/g-LppT0lwkB-openstorytelling-plus","OpenStorytelling Plus",5000,4.47,19,85,"AI-Driven Creative Writing & Screenplay Tool: Ideation, Outlining, Character, Scenes, Subtext for Stories, Books, Film Scripts & More — www.OpenStorytelling.com","2023-11-09","2023-11-09T23:48:43.757329+00:00","2024-01-18","2024-01-18T01:44:56.801159+00:00","https://files.oaiusercontent.com/file-fJWklRsJyPxMcotGUdkQrXOR?se=2123-12-25T01%3A44%3A51Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DOpenStorytellingLogo512.png&sig=fSUB9DjYqFCNSuR4w02f2JsQMwXbpchw2uYxlJ8J1G8%3D","marketplace","What questions can I ask","Where do I start — can you provide a syllabus","Children's story for Anna, Ollie with image","/help — Why OpenStorytelling Plus","public,reportable,uses_function_calls","browser,dalle,plugins_prototype,python","api.github.com"
"2024-03-19","user-XRKvf9CbgSpn9NbdspqNIp4K","g-Hj4DkJtuE","research","https://chat.openai.com/g/g-Hj4DkJtuE-free-ai-seo-keyword-research-tool","FREE AI SEO Keyword Research Tool",5000,4.13,31,128,"Find easy SEO keywords to rank for fast, with this FREE AI SEO keyword research tool.","2023-11-17","2023-11-17T01:31:47.573212+00:00","2024-03-15","2024-03-15T02:43:00.671557+00:00","https://files.oaiusercontent.com/file-Gg1RqL4Xm9evCN4DYpYSGRhz?se=2123-10-24T01%3A53%3A22Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D9b4f32ff-b0e5-4505-ac0a-db987d8e86f9.png&sig=KCCn1u05HQRlwnQpvyY1wzUxlKS65jtfXRVTSHEa0no%3D","marketplace","Type the niche of your website below","I want a FREE SEO Strategy Session","I want help with SEO","I want help with growing my agency","public,reportable","browser,dalle",""
"2024-03-19","user-jIesml1tSicKPvtK8aR7Shmg","g-uVn4O2oB4","productivity","https://chat.openai.com/g/g-uVn4O2oB4-flow-chart-genius","Flow Chart Genius",5000,3.03,100,303,"I create flow charts to explain connections.","2023-11-10","2023-11-10T03:43:27.189356+00:00","2024-02-19","2024-02-19T19:41:58.581059+00:00","https://files.oaiusercontent.com/file-MY5EKJn0yLfowf39ihMIfzpX?se=2123-10-17T03%3A51%3A50Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dc4269d72-b8d3-458e-8715-3a7fd1b1b3b7.png&sig=7ChOqYnnPxhoU9RQoPsKS0BLK0TiDBUV7jae%2BheUUOU%3D","marketplace","How can I show these concepts are linked?","I need a flow chart for a process.","What should I include in my flow chart?","Can you help me design a flow chart?","public,reportable","browser,dalle,python",""
"2024-03-19","user-329kuz5RCWKGWlbaUCkGJnTE","g-ZbDOdkbFb","writing","https://chat.openai.com/g/g-ZbDOdkbFb-seangpt-copywriting-coach-consultant","SeanGPT - Copywriting Coach & Consultant",5000,4.41,111,489,"A copywriting coach and consultant based on Sean Vosler's ""7 Figure Marketing Copy"" book, it can critique, coach, and even write copy for you and your offer.   You can attach reference materials as well such as your product details, audience details, etc... or just paste your website url in chat!","2023-11-13","2023-11-13T15:03:00.703047+00:00","2024-01-09","2024-01-09T16:04:14.339857+00:00","https://files.oaiusercontent.com/file-7Q7h0AzZeCz4LlWSAq6Shoei?se=2123-10-20T16%3A19%3A08Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dbbc692ac-8daa-48c6-94fd-4d8822fc4ef6.png&sig=ofzxPcGAWUkS1M28kzmqQAtsNYMK2zweXA1VrYTVVQs%3D","marketplace","I'm going to give you some copy I just wrote, can you help critique it?","I'd like to write some ads based on Sean Vosler's methods for my business...","Help me understand my target audience.","Write me a persuasive  thought leadership post.","public,reportable","browser,dalle",""
"2024-03-19","user-fM7hKwAuSTlWAcvuQbCrmK8K","g-kD2LQB0RB","writing","https://chat.openai.com/g/g-kD2LQB0RB-music-maker","Music Maker",5000,3.92,25,98,"Music creator from text prompts (.wav, .mp3, stems & midi) powered by CassetteAI. This GPT is your Copilot for Music Creation with AI.","2023-11-09","2023-11-09T19:25:23.182259+00:00","2024-03-12","2024-03-12T21:46:06.427486+00:00","https://files.oaiusercontent.com/file-nwtoIbnuDFR2zA7EoFSsDEMb?se=2124-02-09T04%3A21%3A29Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DMusic%2520Maker%2520AI%2520CassetteAI%2520GPT%2520Audio%2520mp3%2520Song%2520Creator%2520.png&sig=Xz1JDNDA6iAk1SoSomYP2WEEvc0ug7LYGjyzNlZmACE%3D","marketplace","Compose a chill lofi hip hop track with a relaxed beat, subtle melodic elements, and ambient soundscapes for studying and relaxation.","Energetic and lively music embodying the essence of a festive party atmosphere, with a catchy beat and joyful melodies.","Create a mellow, dark, and sad trap beat with introspective hip-hop influences, echoing the emotional depth found in thoughtful and reflective rap music.","Energetic EDM track featuring an uplifting drum build-up leading to a euphoric drop.","public,reportable,uses_function_calls","browser,dalle,plugins_prototype","cassetteai.com"
"2024-03-19","user-wfZmGxj8OfVmYyiyRMAkyNrQ","g-C7a88QZNK","research","https://chat.openai.com/g/g-C7a88QZNK-economics-math","Economics + Math",5000,4.28,148,634,"Error checking and explanation in Econ and Math. Designed to support learning by simplifying and clarifying complex subjects in these disciplines. It serves as an excellent support for students & professionals in the field. Created by an economics student. Last updated March 7, Feedback is welcome.","2023-11-10","2023-11-10T07:16:32.000740+00:00","2024-03-07","2024-03-07T14:34:47.621311+00:00","https://files.oaiusercontent.com/file-Asa6JyWZrG0wybd9ZdTYmT3i?se=2123-12-15T14%3A56%3A25Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Df67e3be7-c081-4f24-a384-11a8eb8f0904.png&sig=VXMIGMHTjlx/rbY0dE7UxN008UCBhrmoACNihXirl38%3D","marketplace","Can you check this math proof for errors?","Explain this economic theory simply.","Is my calculation correct in this econ problem?","How does this math concept work?","public,reportable","browser,dalle,python",""
"2024-03-19","user-EjFbyWl9vYzIZThNf3gcn7kU","g-8QzsADnHK","research","https://chat.openai.com/g/g-8QzsADnHK-ai-stock-predictor","AI Stock Predictor",1000,3.75,4,15,"A stock market analyst offering data-driven predictions, not financial advice.","2024-01-10","2024-01-10T18:28:05.110776+00:00","2024-01-14","2024-01-14T04:02:02.253601+00:00","https://files.oaiusercontent.com/file-rbHB1YtCBR67HmBAfbJ4FliM?se=2123-12-17T18%3A36%3A01Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D41401635-3b2d-4f68-8863-a1eecb8fec8b.png&sig=xFlNkUNc%2BfwQEAWB98AkNaaBwSK69GzWhVNNcr3f9Rc%3D","marketplace","What do the recent trends in the S&P 500 indicate?","Can you analyze Tesla's stock performance?","How does inflation impact stock markets?","What are key indicators to watch in the tech sector?","public,reportable,uses_function_calls","plugins_prototype","api.zerobot.ai"
"2024-03-19","user-K7RglrM3xNnTjjFVkuS66swL","g-2Vi1rfYki","writing","https://chat.openai.com/g/g-2Vi1rfYki-duo-ping-tai-bao-kuan-wen-an-da-ren-han-xiao-hong-shu","多平台爆款文案达人（含小红书）",1000,"",0,0,"帮你撰写最适合不同平台风格的爆款内容并配图，支持平台：小红书、即刻、LinkedIn、Twitter。作者：twitter.com/HeySophiaHong","2023-11-10","2023-11-10T21:46:25.554168+00:00","2024-02-16","2024-02-16T09:09:07.075368+00:00","https://files.oaiusercontent.com/file-StQnUisH4jmCSv9VZpmS8Rr0?se=2123-10-29T04%3A02%3A41Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DXiaohongshuLOGO.png&sig=teRmlk10cYemYRNMdobEq0YykbAzw38oEKvFwl/iXi4%3D","marketplace","我的原始帖子：新人报道，很高兴认识大家","AI Anywhere太好用了，可以一键翻译、润色、解释、总结、回复等，快去ai-anywhere.com下载软件吧","XXX护肤品美白效果非常好","Improve my LinkedIn post: [Original post here]","public,reportable","dalle",""
"2024-03-19","user-7yY8T7aF7Lc7CbR4YbabZTfS","g-k74wR8Sl0","productivity","https://chat.openai.com/g/g-k74wR8Sl0-tech-support","Tech Support",1000,4.42,48,212,"Expert IT tech support, answering advanced user queries.","2023-11-15","2023-11-15T13:44:06.927905+00:00","2024-02-27","2024-02-27T18:50:28.282260+00:00","https://files.oaiusercontent.com/file-zoebAPKgqCgtsFNOumDVMHQF?se=2123-12-18T20%3A52%3A54Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3DIMG_1891.jpeg&sig=8If%2BYkZnZAThctVv76myUBDOml6yBtsEzj8XgIwuf/8%3D","marketplace","Why is my computer running slow?","Why can’t I send emails?","My computer wont turn on","I can’t print","public,reportable","browser",""
"2024-03-19","user-j8HAoNwI0yjhBvmP0YbdOxvp","g-S3Zhm3FJM","research","https://chat.openai.com/g/g-S3Zhm3FJM-financial-analysis-valuation-expert","Financial Analysis & Valuation Expert",1000,4.22,36,152,"In-depth analyst for financial statements, valuation and competitor comparison. Includes fraud detection, based on forensic account expertise. Model trained with both public available methods and input from private real-world experts.","2024-01-05","2024-01-05T15:40:29.899126+00:00","2024-03-01","2024-03-01T16:53:58.163889+00:00","https://files.oaiusercontent.com/file-XklpUzuiOYT2GQ2HkD4WaJgc?se=2123-12-12T15%3A57%3A31Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D52684e7a-2d0d-4937-a64a-16b31a74855f.png&sig=yaPtmVWhYwqKhY0HbVVztjF%2B4mlzQKiNJCdEn6OUjrg%3D","marketplace","Analyze this company's financial statement with a focus on [specific factor].","Discuss the valuation methodology for this investment.","What are the downside risks for this company?","How does this company compare with its competitors in the sector?","public,reportable","browser,dalle",""
"2024-03-19","user-O0nrGFQXZ4r6YRqfgTdFZgiH","g-FKowQFKRU","programming","https://chat.openai.com/g/g-FKowQFKRU-coding-interview-coach","Coding Interview Coach",1000,4.3,10,43,"AI Coding Interview Coach:  algorithms & data structures, system design & machine learning expert. Prepare for FAANG SDE & AI Engineering interviews with LeetCode, HackerRank & Grokking style technical interviews. Ace Google, Meta (Facebook), Amazon, Apple, Netflix, Stripe & more coding interviews.","2023-11-15","2023-11-15T15:21:32.920845+00:00","2024-03-12","2024-03-12T15:00:53.144683+00:00","https://files.oaiusercontent.com/file-eJsJLU0kqtojAWTpmvpqY2v5?se=2124-01-01T17%3A22%3A53Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3Db7a4232a-1f65-4f14-b1d7-a6f20a4a9e40.png&sig=5S3j%2BB3RH1etk0664/YUy1zwDv0AvhG7vPkjTnhqtb0%3D","marketplace","Give me a timed system design question","Can you simulate a behavioral interview question?","How can I improve my coding for FAANG interviews?","Let's solve the Blind 75 LeetCode problems","public,reportable","browser,dalle,python",""
"2024-03-19","user-MdJQrK3HRsN0lLWw0CCuGiV9","g-2ddygPKn0","other","https://chat.openai.com/g/g-2ddygPKn0-ai-landscape-design-architecture","Ai Landscape Design & Architecture",1000,3.32,25,83,"Expert services in landscape design, landscape architecture, landscaping ideas, landscape lighting, garden landscaping, and garden services. Call   for creative, AI-assisted landscaping solutions.","2023-12-29","2023-12-29T06:58:34.779910+00:00","2024-03-10","2024-03-10T21:56:40.633656+00:00","https://files.oaiusercontent.com/file-QrwDVVmL6lnnVSB9erBbKQYt?se=2123-12-05T07%3A00%3A07Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D1209600%2C%20immutable&rscd=attachment%3B%20filename%3D95e038c6-2549-4513-9997-a7cf752a43b6.png&sig=KehKDktTY8ddIxNaAnia3RRWheE%2BaUnVn8R2FJ/QExc%3D","marketplace","How to use this tool?","Need landscape lighting tips?","Residential Landscaping Ideas?","Need Cabin Building Plans PDF?","public,reportable","browser,dalle",""
"2024-03-19","user-QeUnLEcmxOvuKDgRaunXOLEy","g-XoeIm1Zpo","","https://chat.openai.com/g/g-XoeIm1Zpo-saas-gpt-lab","SaaS GPT Lab",1000,4,5,20,"SaaS knowledge base bot that prioritizes 100 expert sources (like SaaStr, BVP, OpenView, and Dave Kellogg)","2023-11-12","2023-11-12T16:15:32.560526+00:00","2023-12-07","2023-12-07T01:09:36.111638+00:00","https://files.oaiusercontent.com/file-wDY39H5rULhmTTuYAdfIv0f3?se=2123-10-19T16%3A20%3A24Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D7b332838-c260-4b61-906a-08074dec1589.png&sig=R%2BQb0VHlQh0dH/7hXtrPILRdCyid6JmArS0/OFy4AzA%3D","link","At what ARR should you hire a VP of Sales?","SaaS metrics needed to raise a Series A in 2023?","Jason Lemkin advice to a CEO in 20 bullet points","Minimum vertical SaaS TAM to raise VC?","public,reportable","browser,python",""
